,Order Number,Line Item,Order Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code,Total Cost USD,Total Price USD
22438,1377010,1,2018-10-08,1877046,0,1629,1,USD,5.09,9.99
22439,1383001,2,2018-10-14,1675160,50,1629,2,USD,10.18,19.98
22440,1394020,2,2018-10-25,182177,5,1629,1,AUD,5.09,9.99
22441,1400022,1,2018-10-31,1204679,59,1629,8,USD,40.72,79.92
22442,1401028,4,2018-11-01,212385,8,1629,2,CAD,10.18,19.98
22443,1434017,3,2018-12-04,1454940,43,1629,3,USD,15.27,29.97
22444,1446004,2,2018-12-16,1293441,61,1629,2,USD,10.18,19.98
22445,1448020,1,2018-12-18,1011663,37,1629,5,GBP,25.45,49.95
22446,1452045,2,2018-12-22,1416995,64,1629,4,USD,20.36,39.96
22447,1464039,4,2019-01-03,505288,19,1629,1,EUR,5.09,9.99
22448,1468006,3,2019-01-07,2031360,65,1629,1,USD,5.09,9.99
22449,1470036,2,2019-01-09,20069,6,1629,2,AUD,10.18,19.98
22450,1485000,1,2019-01-24,1427869,0,1629,5,USD,25.45,49.95
22451,1499035,1,2019-02-07,451162,19,1629,5,EUR,25.45,49.95
22452,1511026,1,2019-02-19,1976633,55,1629,1,USD,5.09,9.99
22453,1513033,6,2019-02-21,1406178,64,1629,1,USD,5.09,9.99
22454,1515009,3,2019-02-23,413461,27,1629,1,EUR,5.09,9.99
22455,1515015,2,2019-02-23,1775445,51,1629,2,USD,10.18,19.98
22456,1596029,2,2019-05-15,808670,32,1629,5,EUR,25.45,49.95
22457,1599037,1,2019-05-18,2081697,57,1629,1,USD,5.09,9.99
22458,1601020,3,2019-05-20,1911567,55,1629,4,USD,20.36,39.96
22459,1605017,4,2019-05-24,890173,32,1629,4,EUR,20.36,39.96
22460,1617035,1,2019-06-05,1899416,0,1629,2,USD,10.18,19.98
22461,1654004,2,2019-07-12,835380,33,1629,2,EUR,10.18,19.98
22462,1664012,2,2019-07-22,1109196,40,1629,2,GBP,10.18,19.98
22463,1682000,7,2019-08-09,623181,17,1629,7,EUR,35.629999999999995,69.93
22464,1685010,2,2019-08-12,1682354,61,1629,5,USD,25.45,49.95
22465,1715036,1,2019-09-11,403323,22,1629,1,EUR,5.09,9.99
22466,1729023,4,2019-09-25,834711,0,1629,1,EUR,5.09,9.99
22467,1729033,1,2019-09-25,616656,0,1629,7,EUR,35.629999999999995,69.93
22468,1730001,1,2019-09-26,2067958,44,1629,2,USD,10.18,19.98
22469,1752013,2,2019-10-18,1940393,63,1629,4,USD,20.36,39.96
22470,1756000,1,2019-10-22,1295545,49,1629,1,USD,5.09,9.99
22471,1760008,4,2019-10-26,1066623,38,1629,7,GBP,35.629999999999995,69.93
22472,1761003,1,2019-10-27,1368372,57,1629,1,USD,5.09,9.99
22473,1773012,1,2019-11-08,1529909,0,1629,2,USD,10.18,19.98
22474,1779008,5,2019-11-14,320652,9,1629,2,CAD,10.18,19.98
22475,1780005,4,2019-11-15,1082222,39,1629,1,GBP,5.09,9.99
22476,1788043,1,2019-11-23,1509335,59,1629,4,USD,20.36,39.96
22477,1792012,1,2019-11-27,579195,22,1629,6,EUR,30.54,59.94
22478,1801017,1,2019-12-06,450600,0,1629,3,EUR,15.27,29.97
22479,1802027,1,2019-12-07,1579839,61,1629,2,USD,10.18,19.98
22480,1802035,2,2019-12-07,716838,29,1629,4,EUR,20.36,39.96
22481,1814001,1,2019-12-19,706964,29,1629,3,EUR,15.27,29.97
22482,1814023,2,2019-12-19,1757500,50,1629,3,USD,15.27,29.97
22483,1821073,2,2019-12-26,1084205,0,1629,1,GBP,5.09,9.99
22484,1822004,2,2019-12-27,1878988,50,1629,1,USD,5.09,9.99
22485,1823079,3,2019-12-28,2091926,0,1629,2,USD,10.18,19.98
22486,1828078,3,2020-01-02,1127690,0,1629,3,GBP,15.27,29.97
22487,1837017,2,2020-01-11,1296282,55,1629,1,USD,5.09,9.99
22488,1841006,4,2020-01-15,1678823,59,1629,2,USD,10.18,19.98
22489,1865047,2,2020-02-08,550501,23,1629,6,EUR,30.54,59.94
22490,1876038,1,2020-02-19,1413758,51,1629,6,USD,30.54,59.94
22491,1877022,2,2020-02-20,1687294,0,1629,2,USD,10.18,19.98
22492,1877025,1,2020-02-20,76560,0,1629,1,AUD,5.09,9.99
22493,1879078,1,2020-02-22,263011,0,1629,1,CAD,5.09,9.99
22494,1882037,1,2020-02-25,1168257,39,1629,5,GBP,25.45,49.95
22495,1885031,1,2020-02-28,1533894,57,1629,1,USD,5.09,9.99
22496,1886004,1,2020-02-29,967597,40,1629,4,GBP,20.36,39.96
22497,1890016,1,2020-03-04,1305082,54,1629,6,USD,30.54,59.94
22498,1988008,4,2020-06-10,1903707,66,1629,4,USD,20.36,39.96
22499,1993006,1,2020-06-15,395664,10,1629,1,CAD,5.09,9.99
22500,2054007,4,2020-08-15,1191954,42,1629,2,GBP,10.18,19.98
22501,2080005,1,2020-09-10,2096492,64,1629,8,USD,40.72,79.92
22502,2115005,2,2020-10-15,1581139,55,1629,1,USD,5.09,9.99
22503,2129000,4,2020-10-29,370810,10,1629,1,CAD,5.09,9.99
22504,2182001,3,2020-12-21,1226702,62,1629,9,USD,45.81,89.91
22505,392010,2,2016-01-27,651767,18,522,1,EUR,128.3,279.0
22506,430012,1,2016-03-05,1295537,50,522,2,USD,256.6,558.0
22507,521011,1,2016-06-04,435655,19,522,3,EUR,384.90000000000003,837.0
22508,737009,5,2017-01-06,887462,34,522,3,EUR,384.90000000000003,837.0
22509,880000,2,2017-05-29,1960099,64,522,1,USD,128.3,279.0
22510,1066001,1,2017-12-01,1646517,57,522,2,USD,256.6,558.0
22511,1130006,1,2018-02-03,1588361,0,522,1,USD,128.3,279.0
22512,1249019,1,2018-06-02,790593,29,522,1,EUR,128.3,279.0
22513,1452020,4,2018-12-22,951740,36,522,4,GBP,513.2,1116.0
22514,1508025,5,2019-02-16,1344733,54,522,7,USD,898.1000000000001,1953.0
22515,1515077,2,2019-02-23,2021365,65,522,4,USD,513.2,1116.0
22516,1519042,2,2019-02-27,1909638,64,522,2,USD,256.6,558.0
22517,1589013,1,2019-05-08,1242475,59,522,9,USD,1154.7,2511.0
22518,1612002,3,2019-05-31,1959860,0,522,2,USD,256.6,558.0
22519,1645027,3,2019-07-03,1139001,36,522,4,GBP,513.2,1116.0
22520,1688011,1,2019-08-15,1975761,57,522,2,USD,256.6,558.0
22521,1688011,5,2019-08-15,1975761,57,522,3,USD,384.90000000000003,837.0
22522,1729022,1,2019-09-25,2062564,66,522,1,USD,128.3,279.0
22523,1798001,3,2019-12-03,1112089,36,522,2,GBP,256.6,558.0
22524,1813049,3,2019-12-18,27492,5,522,1,AUD,128.3,279.0
22525,1856019,3,2020-01-30,1255805,61,522,1,USD,128.3,279.0
22526,1865009,2,2020-02-08,1004261,38,522,2,GBP,256.6,558.0
22527,2056001,5,2020-08-17,783323,30,522,4,EUR,513.2,1116.0
22528,2065007,2,2020-08-26,1318393,44,522,10,USD,1283.0,2790.0
22529,392010,3,2016-01-27,651767,18,1668,2,EUR,7.12,13.98
22530,485006,2,2016-04-29,1899970,61,1668,4,USD,14.24,27.96
22531,621001,1,2016-09-12,934172,40,1668,4,GBP,14.24,27.96
22532,636001,1,2016-09-27,1418842,50,1668,5,USD,17.8,34.95
22533,733009,5,2017-01-02,921096,38,1668,7,GBP,24.92,48.93
22534,741003,1,2017-01-10,1661465,48,1668,1,USD,3.56,6.99
22535,748000,3,2017-01-17,1123162,41,1668,5,GBP,17.8,34.95
22536,804000,2,2017-03-14,504968,24,1668,2,EUR,7.12,13.98
22537,929000,2,2017-07-17,1309027,65,1668,1,USD,3.56,6.99
22538,958002,1,2017-08-15,1227108,55,1668,2,USD,7.12,13.98
22539,983017,1,2017-09-09,2002888,44,1668,1,USD,3.56,6.99
22540,1018013,1,2017-10-14,1161581,41,1668,3,GBP,10.68,20.97
22541,1095046,4,2017-12-30,2024029,44,1668,4,USD,14.24,27.96
22542,1117000,3,2018-01-21,1970732,0,1668,1,USD,3.56,6.99
22543,1132001,1,2018-02-05,579293,0,1668,3,EUR,10.68,20.97
22544,1151024,2,2018-02-24,109580,1,1668,4,AUD,14.24,27.96
22545,1298021,3,2018-07-21,363584,10,1668,1,CAD,3.56,6.99
22546,1308007,2,2018-07-31,1010025,0,1668,1,GBP,3.56,6.99
22547,1313000,4,2018-08-05,1865183,50,1668,6,USD,21.36,41.94
22548,1323015,2,2018-08-15,453522,23,1668,2,EUR,7.12,13.98
22549,1359013,2,2018-09-20,418500,19,1668,3,EUR,10.68,20.97
22550,1375020,2,2018-10-06,1040205,42,1668,3,GBP,10.68,20.97
22551,1375030,2,2018-10-06,1383330,64,1668,1,USD,3.56,6.99
22552,1455046,5,2018-12-25,1208968,61,1668,1,USD,3.56,6.99
22553,1459066,2,2018-12-29,694742,0,1668,5,EUR,17.8,34.95
22554,1465030,2,2019-01-04,1693133,0,1668,3,USD,10.68,20.97
22555,1470034,1,2019-01-09,576875,22,1668,1,EUR,3.56,6.99
22556,1491030,4,2019-01-30,763606,29,1668,3,EUR,10.68,20.97
22557,1507026,2,2019-02-15,2078014,63,1668,3,USD,10.68,20.97
22558,1511035,1,2019-02-19,1543863,44,1668,3,USD,10.68,20.97
22559,1513016,4,2019-02-21,874406,31,1668,1,EUR,3.56,6.99
22560,1528006,3,2019-03-08,1676434,55,1668,3,USD,10.68,20.97
22561,1626003,2,2019-06-14,629572,12,1668,2,EUR,7.12,13.98
22562,1637003,4,2019-06-25,1936191,55,1668,1,USD,3.56,6.99
22563,1637019,1,2019-06-25,261086,9,1668,7,CAD,24.92,48.93
22564,1674004,2,2019-08-01,407478,19,1668,2,EUR,7.12,13.98
22565,1690025,4,2019-08-17,347058,8,1668,1,CAD,3.56,6.99
22566,1695003,2,2019-08-22,1338214,64,1668,9,USD,32.04,62.910000000000004
22567,1696021,2,2019-08-23,759498,30,1668,1,EUR,3.56,6.99
22568,1699003,2,2019-08-26,1949420,65,1668,1,USD,3.56,6.99
22569,1703004,1,2019-08-30,279223,10,1668,2,CAD,7.12,13.98
22570,1707003,3,2019-09-03,1377677,0,1668,5,USD,17.8,34.95
22571,1727004,2,2019-09-23,601654,18,1668,5,EUR,17.8,34.95
22572,1727016,4,2019-09-23,1263974,54,1668,2,USD,7.12,13.98
22573,1731019,2,2019-09-27,310815,0,1668,4,CAD,14.24,27.96
22574,1758009,6,2019-10-24,992253,37,1668,1,GBP,3.56,6.99
22575,1792034,3,2019-11-27,1212385,0,1668,1,USD,3.56,6.99
22576,1797006,4,2019-12-02,738388,29,1668,3,EUR,10.68,20.97
22577,1807036,4,2019-12-12,1746527,0,1668,6,USD,21.36,41.94
22578,1813002,2,2019-12-18,856497,31,1668,7,EUR,24.92,48.93
22579,1816048,3,2019-12-21,1600965,43,1668,1,USD,3.56,6.99
22580,1822033,1,2019-12-27,2057844,0,1668,2,USD,7.12,13.98
22581,1834005,1,2020-01-08,1807423,48,1668,2,USD,7.12,13.98
22582,1835020,1,2020-01-09,1484561,47,1668,3,USD,10.68,20.97
22583,1850000,1,2020-01-24,1268661,45,1668,5,USD,17.8,34.95
22584,1858044,3,2020-02-01,816104,32,1668,1,EUR,3.56,6.99
22585,1872029,2,2020-02-15,1518136,0,1668,4,USD,14.24,27.96
22586,1872039,1,2020-02-15,1954452,0,1668,3,USD,10.68,20.97
22587,1877013,2,2020-02-20,1204568,45,1668,2,USD,7.12,13.98
22588,1896021,3,2020-03-10,575184,22,1668,2,EUR,7.12,13.98
22589,1956013,2,2020-05-09,1277243,0,1668,1,USD,3.56,6.99
22590,1959005,3,2020-05-12,1427132,50,1668,5,USD,17.8,34.95
22591,1959013,1,2020-05-12,1211608,47,1668,1,USD,3.56,6.99
22592,1968004,1,2020-05-21,1777022,47,1668,1,USD,3.56,6.99
22593,1969010,4,2020-05-22,1415255,49,1668,5,USD,17.8,34.95
22594,2180022,1,2020-12-19,1203564,53,1668,1,USD,3.56,6.99
22595,2200004,1,2021-01-08,1592559,53,1668,6,USD,21.36,41.94
22596,2215010,1,2021-01-23,935211,39,1668,3,GBP,10.68,20.97
22597,392010,5,2016-01-27,651767,18,1522,1,EUR,125.9,380.0
22598,738004,1,2017-01-07,1342972,61,1522,2,USD,251.8,760.0
22599,751001,3,2017-01-20,1814434,47,1522,10,USD,1259.0,3800.0
22600,897003,2,2017-06-15,761908,30,1522,2,EUR,251.8,760.0
22601,1095034,4,2017-12-30,1688411,64,1522,5,USD,629.5,1900.0
22602,1107001,3,2018-01-11,1839909,63,1522,1,USD,125.9,380.0
22603,1228021,2,2018-05-12,1346496,50,1522,4,USD,503.6,1520.0
22604,1393023,2,2018-10-24,648749,0,1522,8,EUR,1007.2,3040.0
22605,1413009,1,2018-11-13,949516,37,1522,1,GBP,125.9,380.0
22606,1447026,4,2018-12-17,1717167,43,1522,1,USD,125.9,380.0
22607,1455016,4,2018-12-25,1962528,62,1522,2,USD,251.8,760.0
22608,1463030,1,2019-01-02,1410180,43,1522,1,USD,125.9,380.0
22609,1470032,1,2019-01-09,1028420,37,1522,2,GBP,251.8,760.0
22610,1582030,1,2019-05-01,1583892,63,1522,8,USD,1007.2,3040.0
22611,1647000,3,2019-07-05,778636,30,1522,1,EUR,125.9,380.0
22612,1714015,2,2019-09-10,319202,0,1522,5,CAD,629.5,1900.0
22613,1732045,2,2019-09-28,430949,27,1522,2,EUR,251.8,760.0
22614,1737003,2,2019-10-03,1949149,59,1522,1,USD,125.9,380.0
22615,1784007,1,2019-11-19,1885398,64,1522,4,USD,503.6,1520.0
22616,1795031,3,2019-11-30,405195,22,1522,5,EUR,629.5,1900.0
22617,1799007,5,2019-12-04,221410,10,1522,1,CAD,125.9,380.0
22618,1828008,1,2020-01-02,139224,6,1522,3,AUD,377.70000000000005,1140.0
22619,1848015,1,2020-01-22,1356668,43,1522,6,USD,755.4000000000001,2280.0
22620,1885021,2,2020-02-28,884421,34,1522,1,EUR,125.9,380.0
22621,1984016,2,2020-06-06,581047,23,1522,3,EUR,377.70000000000005,1140.0
22622,1987005,2,2020-06-09,155350,4,1522,2,AUD,251.8,760.0
22623,2003001,2,2020-06-25,1513670,54,1522,1,USD,125.9,380.0
22624,2241003,1,2021-02-18,1251181,0,1522,2,USD,251.8,760.0
22625,392010,6,2016-01-27,651767,18,455,1,EUR,304.48,919.0
22626,587003,1,2016-08-09,1851335,54,455,1,USD,304.48,919.0
22627,589009,1,2016-08-11,1782452,64,455,10,USD,3044.8,9190.0
22628,597004,5,2016-08-19,1743080,64,455,3,USD,913.44,2757.0
22629,719006,2,2016-12-19,591240,23,455,3,EUR,913.44,2757.0
22630,737009,6,2017-01-06,887462,34,455,1,EUR,304.48,919.0
22631,743001,3,2017-01-12,1571311,0,455,3,USD,913.44,2757.0
22632,790001,2,2017-02-28,1226365,0,455,5,USD,1522.4,4595.0
22633,850006,4,2017-04-29,2059592,53,455,1,USD,304.48,919.0
22634,854010,1,2017-05-03,494291,20,455,2,EUR,608.96,1838.0
22635,864002,4,2017-05-13,1845084,65,455,2,USD,608.96,1838.0
22636,873005,7,2017-05-22,1714238,43,455,5,USD,1522.4,4595.0
22637,875004,1,2017-05-24,1304093,43,455,4,USD,1217.92,3676.0
22638,881001,1,2017-05-30,227646,9,455,1,CAD,304.48,919.0
22639,899005,1,2017-06-17,2061563,45,455,3,USD,913.44,2757.0
22640,912007,1,2017-06-30,1713950,0,455,2,USD,608.96,1838.0
22641,916007,2,2017-07-04,1087732,40,455,9,GBP,2740.32,8271.0
22642,923008,6,2017-07-11,1507519,55,455,3,USD,913.44,2757.0
22643,993001,4,2017-09-19,1476834,66,455,3,USD,913.44,2757.0
22644,995000,4,2017-09-21,1715386,51,455,7,USD,2131.36,6433.0
22645,1029004,1,2017-10-25,846141,33,455,8,EUR,2435.84,7352.0
22646,1038004,5,2017-11-03,871241,31,455,8,EUR,2435.84,7352.0
22647,1046015,1,2017-11-11,1520875,63,455,1,USD,304.48,919.0
22648,1066005,1,2017-12-01,773234,0,455,2,EUR,608.96,1838.0
22649,1081013,1,2017-12-16,1481250,63,455,1,USD,304.48,919.0
22650,1087008,7,2017-12-22,233698,9,455,1,CAD,304.48,919.0
22651,1092013,2,2017-12-27,818100,34,455,1,EUR,304.48,919.0
22652,1123016,1,2018-01-27,1369643,55,455,4,USD,1217.92,3676.0
22653,1137013,1,2018-02-10,997175,42,455,8,GBP,2435.84,7352.0
22654,1143021,1,2018-02-16,581757,23,455,9,EUR,2740.32,8271.0
22655,1151039,3,2018-02-24,892786,33,455,5,EUR,1522.4,4595.0
22656,1160003,2,2018-03-05,1758999,55,455,5,USD,1522.4,4595.0
22657,1161007,3,2018-03-06,356963,8,455,2,CAD,608.96,1838.0
22658,1165000,5,2018-03-10,1307023,65,455,6,USD,1826.88,5514.0
22659,1233005,6,2018-05-17,162300,5,455,1,AUD,304.48,919.0
22660,1245006,5,2018-05-29,1585780,45,455,1,USD,304.48,919.0
22661,1254008,4,2018-06-07,1594919,0,455,2,USD,608.96,1838.0
22662,1266013,1,2018-06-19,1125468,36,455,7,GBP,2131.36,6433.0
22663,1266016,3,2018-06-19,2054443,44,455,1,USD,304.48,919.0
22664,1291015,2,2018-07-14,578764,19,455,1,EUR,304.48,919.0
22665,1296010,3,2018-07-19,262788,8,455,1,CAD,304.48,919.0
22666,1303006,1,2018-07-26,1367800,45,455,3,USD,913.44,2757.0
22667,1318014,1,2018-08-10,1129200,41,455,2,GBP,608.96,1838.0
22668,1354024,3,2018-09-15,1365154,45,455,1,USD,304.48,919.0
22669,1372002,3,2018-10-03,1058138,39,455,3,GBP,913.44,2757.0
22670,1374012,1,2018-10-05,784276,30,455,1,EUR,304.48,919.0
22671,1382010,2,2018-10-13,769121,30,455,10,EUR,3044.8,9190.0
22672,1387009,2,2018-10-18,449456,21,455,2,EUR,608.96,1838.0
22673,1393022,1,2018-10-24,786238,29,455,3,EUR,913.44,2757.0
22674,1402004,3,2018-11-02,357825,0,455,2,CAD,608.96,1838.0
22675,1406001,3,2018-11-06,1388801,44,455,1,USD,304.48,919.0
22676,1427019,2,2018-11-27,1686814,57,455,1,USD,304.48,919.0
22677,1434003,5,2018-12-04,1232377,63,455,2,USD,608.96,1838.0
22678,1437019,1,2018-12-07,1167441,40,455,1,GBP,304.48,919.0
22679,1442029,1,2018-12-12,522923,0,455,1,EUR,304.48,919.0
22680,1463034,1,2019-01-02,1484484,51,455,4,USD,1217.92,3676.0
22681,1464003,5,2019-01-03,289320,0,455,1,CAD,304.48,919.0
22682,1468011,4,2019-01-07,1629879,59,455,2,USD,608.96,1838.0
22683,1490018,1,2019-01-29,1315137,54,455,2,USD,608.96,1838.0
22684,1499024,1,2019-02-07,2084056,51,455,8,USD,2435.84,7352.0
22685,1501001,3,2019-02-09,777688,0,455,2,EUR,608.96,1838.0
22686,1503005,1,2019-02-11,649267,15,455,6,EUR,1826.88,5514.0
22687,1506023,2,2019-02-14,1294164,65,455,8,USD,2435.84,7352.0
22688,1507015,3,2019-02-15,1486762,54,455,9,USD,2740.32,8271.0
22689,1511047,1,2019-02-19,1091961,42,455,3,GBP,913.44,2757.0
22690,1512057,1,2019-02-20,862830,33,455,1,EUR,304.48,919.0
22691,1515007,2,2019-02-23,1087841,42,455,7,GBP,2131.36,6433.0
22692,1515050,2,2019-02-23,336562,0,455,3,CAD,913.44,2757.0
22693,1520016,1,2019-02-28,1958590,0,455,7,USD,2131.36,6433.0
22694,1520034,4,2019-02-28,142837,0,455,5,AUD,1522.4,4595.0
22695,1581008,4,2019-04-30,122533,5,455,3,AUD,913.44,2757.0
22696,1582034,2,2019-05-01,2026978,0,455,6,USD,1826.88,5514.0
22697,1597038,3,2019-05-16,678055,0,455,2,EUR,608.96,1838.0
22698,1626024,2,2019-06-14,1202604,62,455,7,USD,2131.36,6433.0
22699,1633020,1,2019-06-21,217910,0,455,7,CAD,2131.36,6433.0
22700,1636014,2,2019-06-24,1363258,0,455,6,USD,1826.88,5514.0
22701,1637015,2,2019-06-25,1071414,0,455,3,GBP,913.44,2757.0
22702,1651023,1,2019-07-09,1506603,54,455,8,USD,2435.84,7352.0
22703,1655018,1,2019-07-13,1694264,49,455,1,USD,304.48,919.0
22704,1664010,2,2019-07-22,2038522,0,455,8,USD,2435.84,7352.0
22705,1680024,1,2019-08-07,40649,0,455,1,AUD,304.48,919.0
22706,1694004,1,2019-08-21,12729,5,455,2,AUD,608.96,1838.0
22707,1695037,2,2019-08-22,1885114,0,455,1,USD,304.48,919.0
22708,1714009,1,2019-09-10,1812290,43,455,5,USD,1522.4,4595.0
22709,1721002,1,2019-09-17,532684,22,455,2,EUR,608.96,1838.0
22710,1725028,1,2019-09-21,1755623,56,455,1,USD,304.48,919.0
22711,1728025,1,2019-09-24,1810207,63,455,1,USD,304.48,919.0
22712,1739021,4,2019-10-05,1449187,0,455,2,USD,608.96,1838.0
22713,1746048,3,2019-10-12,2014806,57,455,1,USD,304.48,919.0
22714,1769021,1,2019-11-04,1933298,56,455,9,USD,2740.32,8271.0
22715,1773022,3,2019-11-08,1359325,65,455,2,USD,608.96,1838.0
22716,1778021,4,2019-11-13,1310403,65,455,7,USD,2131.36,6433.0
22717,1779017,1,2019-11-14,2089159,0,455,4,USD,1217.92,3676.0
22718,1780019,1,2019-11-15,1836280,48,455,1,USD,304.48,919.0
22719,1785005,1,2019-11-20,1465462,50,455,3,USD,913.44,2757.0
22720,1795010,3,2019-11-30,1586575,48,455,4,USD,1217.92,3676.0
22721,1801002,4,2019-12-06,582423,26,455,1,EUR,304.48,919.0
22722,1802020,3,2019-12-07,336182,10,455,4,CAD,1217.92,3676.0
22723,1814070,2,2019-12-19,20069,6,455,1,AUD,304.48,919.0
22724,1817004,2,2019-12-22,1130512,38,455,3,GBP,913.44,2757.0
22725,1820005,1,2019-12-25,313652,0,455,4,CAD,1217.92,3676.0
22726,1821015,3,2019-12-26,416421,19,455,3,EUR,913.44,2757.0
22727,1821082,1,2019-12-26,1696695,44,455,4,USD,1217.92,3676.0
22728,1822051,2,2019-12-27,2006191,49,455,2,USD,608.96,1838.0
22729,1827065,2,2020-01-01,1650975,44,455,1,USD,304.48,919.0
22730,1833020,1,2020-01-07,1439027,57,455,2,USD,608.96,1838.0
22731,1836021,2,2020-01-10,1509978,0,455,6,USD,1826.88,5514.0
22732,1836028,1,2020-01-10,1479334,64,455,2,USD,608.96,1838.0
22733,1850025,1,2020-01-24,1985903,50,455,2,USD,608.96,1838.0
22734,1851039,2,2020-01-25,810415,33,455,5,EUR,1522.4,4595.0
22735,1857021,3,2020-01-31,1565847,48,455,7,USD,2131.36,6433.0
22736,1864005,6,2020-02-07,187653,5,455,3,AUD,913.44,2757.0
22737,1871037,1,2020-02-14,1215693,62,455,1,USD,304.48,919.0
22738,1881019,3,2020-02-24,229582,8,455,2,CAD,608.96,1838.0
22739,1891020,1,2020-03-05,1782074,53,455,1,USD,304.48,919.0
22740,1896019,2,2020-03-10,2026801,54,455,1,USD,304.48,919.0
22741,1949029,2,2020-05-02,1139356,0,455,3,GBP,913.44,2757.0
22742,1960017,1,2020-05-13,1904324,43,455,2,USD,608.96,1838.0
22743,2016013,2,2020-07-08,1606396,48,455,4,USD,1217.92,3676.0
22744,2019000,1,2020-07-11,1227008,65,455,4,USD,1217.92,3676.0
22745,2047002,1,2020-08-08,660527,15,455,2,EUR,608.96,1838.0
22746,2049004,1,2020-08-10,1264995,44,455,1,USD,304.48,919.0
22747,2066006,2,2020-08-27,433554,26,455,10,EUR,3044.8,9190.0
22748,2134001,1,2020-11-03,86267,0,455,3,AUD,913.44,2757.0
22749,2159009,2,2020-11-28,408757,0,455,5,EUR,1522.4,4595.0
22750,2164001,3,2020-12-03,1261460,0,455,5,USD,1522.4,4595.0
22751,2190013,1,2020-12-29,639072,12,455,6,EUR,1826.88,5514.0
22752,2221003,1,2021-01-29,1539575,0,455,4,USD,1217.92,3676.0
22753,2222009,2,2021-01-30,1451323,49,455,7,USD,2131.36,6433.0
22754,2242001,2,2021-02-19,2030035,49,455,5,USD,1522.4,4595.0
22755,2242006,1,2021-02-19,355288,8,455,4,CAD,1217.92,3676.0
22756,393001,1,2016-01-28,530451,19,2267,7,EUR,364.0,713.93
22757,1084004,4,2017-12-19,1314,1,2267,2,AUD,104.0,203.98
22758,1228017,2,2018-05-12,926578,39,2267,5,GBP,260.0,509.95
22759,1466050,2,2019-01-05,1268661,43,2267,2,USD,104.0,203.98
22760,1490014,1,2019-01-29,1132350,42,2267,1,GBP,52.0,101.99
22761,393001,3,2016-01-28,530451,19,1593,1,EUR,6.39,13.89
22762,406010,2,2016-02-10,490481,20,1593,3,EUR,19.169999999999998,41.67
22763,418006,1,2016-02-22,1789699,61,1593,6,USD,38.339999999999996,83.34
22764,423016,2,2016-02-27,1373708,51,1593,2,USD,12.78,27.78
22765,426002,2,2016-03-01,1737921,59,1593,2,USD,12.78,27.78
22766,428002,2,2016-03-03,948175,42,1593,1,GBP,6.39,13.89
22767,489000,3,2016-05-03,1134255,40,1593,1,GBP,6.39,13.89
22768,495002,1,2016-05-09,1029757,42,1593,1,GBP,6.39,13.89
22769,505003,3,2016-05-19,1771430,48,1593,5,USD,31.95,69.45
22770,601006,1,2016-08-23,1207035,64,1593,8,USD,51.12,111.12
22771,712003,1,2016-12-12,1997765,55,1593,3,USD,19.169999999999998,41.67
22772,714007,2,2016-12-14,527409,0,1593,4,EUR,25.56,55.56
22773,727009,1,2016-12-27,505485,19,1593,1,EUR,6.39,13.89
22774,752006,1,2017-01-21,1450086,0,1593,3,USD,19.169999999999998,41.67
22775,780023,3,2017-02-18,906022,0,1593,1,GBP,6.39,13.89
22776,883002,2,2017-06-01,1975386,51,1593,1,USD,6.39,13.89
22777,885006,1,2017-06-03,1546647,59,1593,1,USD,6.39,13.89
22778,890011,4,2017-06-08,1469753,0,1593,2,USD,12.78,27.78
22779,897005,1,2017-06-15,370829,10,1593,2,CAD,12.78,27.78
22780,901005,3,2017-06-19,1087790,41,1593,2,GBP,12.78,27.78
22781,904002,1,2017-06-22,1001199,0,1593,2,GBP,12.78,27.78
22782,917002,4,2017-07-05,954784,0,1593,3,GBP,19.169999999999998,41.67
22783,955006,3,2017-08-12,370829,0,1593,1,CAD,6.39,13.89
22784,1064000,2,2017-11-29,1052486,41,1593,7,GBP,44.73,97.23
22785,1126012,1,2018-01-30,1166249,42,1593,2,GBP,12.78,27.78
22786,1143021,2,2018-02-16,581757,23,1593,2,EUR,12.78,27.78
22787,1221022,1,2018-05-05,1482467,50,1593,1,USD,6.39,13.89
22788,1234008,1,2018-05-18,1190513,37,1593,1,GBP,6.39,13.89
22789,1254008,5,2018-06-07,1594919,0,1593,4,USD,25.56,55.56
22790,1254020,1,2018-06-07,1226702,59,1593,5,USD,31.95,69.45
22791,1315014,1,2018-08-07,1488538,0,1593,7,USD,44.73,97.23
22792,1344010,2,2018-09-05,962575,39,1593,5,GBP,31.95,69.45
22793,1344023,1,2018-09-05,716065,30,1593,2,EUR,12.78,27.78
22794,1347000,1,2018-09-08,564321,21,1593,8,EUR,51.12,111.12
22795,1347021,3,2018-09-08,1100341,41,1593,1,GBP,6.39,13.89
22796,1347027,1,2018-09-08,1588361,43,1593,3,USD,19.169999999999998,41.67
22797,1358012,1,2018-09-19,544176,27,1593,1,EUR,6.39,13.89
22798,1363007,7,2018-09-24,157872,5,1593,3,AUD,19.169999999999998,41.67
22799,1368035,3,2018-09-29,2081470,49,1593,1,USD,6.39,13.89
22800,1398006,2,2018-10-29,1387959,51,1593,7,USD,44.73,97.23
22801,1410025,4,2018-11-10,1053987,37,1593,4,GBP,25.56,55.56
22802,1417008,2,2018-11-17,937800,0,1593,7,GBP,44.73,97.23
